filename,model_name,model_version,crps_log1p,crps
irs_tgtlag3.nc,/Users/knutdr/Sources/mstl_multistep_model,unknown,0.3203280258940777,82.97205789777604
tgtlag_resid.nc,/Users/knutdr/Sources/mstl_multistep_model,unknown,0.3214622506205529,83.57698388926966
