filename,model_name,model_version,ratio_above_truth,crps,crps_log1p,crps_norm,example_metric,mae,mape,sensitivity,specificity,outbreak_accuracy,coverage_10_90,coverage_25_75,rmse,sample_count,winkler_score_10_90,winkler_score_25_75,winkler_score_10_90_log1p,winkler_score_25_75_log1p
irs_features.nc,/Users/knutdr/Sources/mstl_multistep_model,unknown,0.47339294345094246,83.41967976889052,0.3222037575927157,0.007375745337656102,1640871.5828641932,113.29638768654237,51.00748439335856,0.5557439593047901,0.9545492383251477,0.8890898970219872,0.762273009735552,0.4803562797762894,384.3805902934347,1448300.0,562.3484267291309,372.28506860028466,2.092325051571371,1.4479509302123355
irs_hl8.nc,/Users/knutdr/Sources/mstl_multistep_model,unknown,0.4735206794172478,83.40838514077396,0.32228398607589664,0.00737474669679699,1639924.1487097703,113.23097070425811,51.035773394374445,0.5548961424332344,0.9544659951718971,0.8888811578068466,0.7615825450528205,0.48063246564938206,383.8029373092758,1448300.0,562.7737468849646,372.1152288490247,2.093766735491706,1.448186774654528
