filename,model_name,model_version,crps_log1p,crps
tgtlag3_var.nc,/Users/knutdr/Sources/mstl_multistep_model,unknown,0.32002213899413084,82.88078543581747
arima012.nc,/Users/knutdr/Sources/mstl_multistep_model,unknown,0.3135398277982175,81.77063522288202
