filename,model_name,model_version,ratio_above_truth,crps,crps_log1p,crps_norm,example_metric,mae,mape,sensitivity,specificity,outbreak_accuracy,coverage_10_90,coverage_25_75,rmse,sample_count,winkler_score_10_90,winkler_score_25_75,winkler_score_10_90_log1p,winkler_score_25_75_log1p
irs_features.nc,/Users/knutdr/Sources/mstl_multistep_model,unknown,0.47339294345094246,83.41967976889052,0.3222037575927157,0.007375745337656102,1640871.5828641932,113.29638768654237,51.00748439335856,0.5557439593047901,0.9545492383251477,0.8890898970219872,0.762273009735552,0.4803562797762894,384.3805902934347,1448300.0,562.3484267291309,372.28506860028466,2.092325051571371,1.4479509302123355
irs_veg.nc,/Users/knutdr/Sources/mstl_multistep_model,unknown,0.47984257405233727,83.90623222941949,0.3221139470158988,0.007418765007022058,1649654.951422432,113.90284826503017,51.48480015715456,0.5688851208139042,0.9504703238158662,0.8878374617311439,0.7609611268383623,0.48070151211765516,385.30443848541887,1448300.0,566.7862246791668,374.0055030692204,2.0937672363049464,1.4469209532537064
