time_period,location,location_name,disease_cases,dewpoint_temperature,evi,max_temperature,mean_temperature,min_temperature,ndvi,rainfall_chirps,rainfall_era5,rainfall_iri,relative_humidity,district,year,month,season_label,population,irs_allocated
2017-02,Gu5PQzqP3oc,Macuba,1670.0,14.7,1.83,24.2,18.3,13.7,0.62,111.07,254.36,131.0,79.6,o1WEnRMOFGo,2017,2,2016,30882.0,0.0
2017-03,Gu5PQzqP3oc,Macuba,1301.0,14.8,1.83,24.0,18.6,13.5,0.69,129.14,226.04,100.25,78.4,o1WEnRMOFGo,2017,3,2016,30882.0,0.0
2017-04,Gu5PQzqP3oc,Macuba,1126.0,14.5,1.83,23.8,18.5,12.7,0.54,138.97,172.85,64.0,77.7,o1WEnRMOFGo,2017,4,2016,30882.0,0.0
2017-05,Gu5PQzqP3oc,Macuba,2477.0,13.7,1.83,24.3,18.5,13.7,0.7,126.73,96.88,16.75,73.6,o1WEnRMOFGo,2017,5,2016,30882.0,0.0
2017-06,Gu5PQzqP3oc,Macuba,3268.0,12.3,1.83,24.6,18.9,13.1,0.64,20.98,15.95,0.0,65.7,o1WEnRMOFGo,2017,6,2016,30882.0,0.0
2017-07,Gu5PQzqP3oc,Macuba,3170.0,11.5,1.83,24.4,18.9,13.6,0.6,19.66,11.82,8.25,62.2,o1WEnRMOFGo,2017,7,2016,30882.0,0.0
2017-08,Gu5PQzqP3oc,Macuba,2250.0,12.6,1.83,23.8,18.6,13.6,0.49,49.08,79.06,7.25,68.3,o1WEnRMOFGo,2017,8,2017,30882.0,0.0
2017-09,Gu5PQzqP3oc,Macuba,2641.0,13.5,1.83,24.7,18.6,13.4,0.56,160.22,192.87,116.5,72.3,o1WEnRMOFGo,2017,9,2017,30882.0,0.0
2017-10,Gu5PQzqP3oc,Macuba,2886.0,14.6,1.83,25.0,18.7,14.3,0.63,147.47,237.48,80.5,77.0,o1WEnRMOFGo,2017,10,2017,30882.0,0.0
2017-11,Gu5PQzqP3oc,Macuba,2687.0,14.4,1.83,23.3,18.0,13.8,0.63,170.94,253.66,127.5,79.7,o1WEnRMOFGo,2017,11,2017,30882.0,0.0
2017-12,Gu5PQzqP3oc,Macuba,3524.0,14.5,1.83,23.1,18.3,13.2,0.59,111.19,331.21,26.25,78.4,o1WEnRMOFGo,2017,12,2017,30882.0,0.0
2018-01,Gu5PQzqP3oc,Macuba,4808.0,13.8,1.83,22.7,17.8,13.5,0.61,89.31,181.21,113.0,77.8,o1WEnRMOFGo,2018,1,2017,31615.0,0.0
2018-02,Gu5PQzqP3oc,Macuba,2952.0,14.7,1.83,24.2,18.7,13.6,0.63,143.09,184.24,106.25,77.6,o1WEnRMOFGo,2018,2,2017,31615.0,0.0
2018-03,Gu5PQzqP3oc,Macuba,2248.0,14.5,1.83,23.4,18.4,12.9,0.68,224.2,443.91,113.25,77.9,o1WEnRMOFGo,2018,3,2017,31615.0,0.0
2018-04,Gu5PQzqP3oc,Macuba,1229.0,14.7,1.83,23.3,17.9,13.8,0.67,237.66,646.42,231.5,81.4,o1WEnRMOFGo,2018,4,2017,31615.0,0.0
2018-05,Gu5PQzqP3oc,Macuba,2113.0,13.9,1.83,23.2,18.1,11.8,0.61,155.5,288.72,117.75,76.4,o1WEnRMOFGo,2018,5,2017,31615.0,0.0
2018-06,Gu5PQzqP3oc,Macuba,3307.0,12.1,1.83,24.4,18.2,13.1,0.67,23.7,38.51,18.5,67.2,o1WEnRMOFGo,2018,6,2017,31615.0,0.0
2018-07,Gu5PQzqP3oc,Macuba,3719.0,10.2,1.83,23.8,17.8,12.1,0.59,22.68,16.74,17.0,60.8,o1WEnRMOFGo,2018,7,2017,31615.0,0.0
2018-08,Gu5PQzqP3oc,Macuba,2242.0,12.4,1.83,24.1,18.1,12.6,0.54,70.15,138.52,75.25,69.6,o1WEnRMOFGo,2018,8,2018,31615.0,0.0
2018-09,Gu5PQzqP3oc,Macuba,1842.0,13.6,1.83,25.2,18.8,14.5,0.57,120.18,102.35,74.0,71.6,o1WEnRMOFGo,2018,9,2018,31615.0,0.0
2018-10,Gu5PQzqP3oc,Macuba,2542.0,14.2,1.83,24.5,18.4,13.8,0.52,134.9,328.9,150.25,76.7,o1WEnRMOFGo,2018,10,2018,31615.0,0.0
2018-11,Gu5PQzqP3oc,Macuba,3333.0,14.9,1.83,23.7,18.5,13.3,0.65,167.6,318.72,76.0,79.6,o1WEnRMOFGo,2018,11,2018,31615.0,0.0
2018-12,Gu5PQzqP3oc,Macuba,4921.0,14.6,1.83,22.9,17.9,13.4,0.68,183.26,357.79,177.5,80.9,o1WEnRMOFGo,2018,12,2018,31615.0,0.0
2019-01,Gu5PQzqP3oc,Macuba,4764.0,14.6,1.83,23.9,18.5,13.2,0.7,89.84,255.51,160.5,78.1,o1WEnRMOFGo,2019,1,2018,32074.0,0.0
2019-02,Gu5PQzqP3oc,Macuba,3977.0,14.8,1.83,24.0,18.9,12.8,0.58,61.61,195.22,73.5,77.1,o1WEnRMOFGo,2019,2,2018,32074.0,0.0
2019-03,Gu5PQzqP3oc,Macuba,2498.0,14.7,1.83,24.9,19.0,13.0,0.68,111.33,186.87,120.0,76.2,o1WEnRMOFGo,2019,3,2018,32074.0,0.0
2019-04,Gu5PQzqP3oc,Macuba,2202.0,15.1,1.83,24.1,19.1,14.0,0.58,160.18,428.33,184.25,77.8,o1WEnRMOFGo,2019,4,2018,32074.0,0.0
2019-05,Gu5PQzqP3oc,Macuba,1909.0,14.9,1.83,23.4,18.3,14.1,0.55,157.08,184.28,105.5,80.6,o1WEnRMOFGo,2019,5,2018,32074.0,0.0
2019-06,Gu5PQzqP3oc,Macuba,3297.0,13.7,1.83,23.1,18.1,13.2,0.65,65.63,86.8,114.75,75.4,o1WEnRMOFGo,2019,6,2018,32074.0,0.0
2019-07,Gu5PQzqP3oc,Macuba,5257.0,12.1,1.83,24.3,18.3,12.7,0.66,48.34,44.51,9.75,67.2,o1WEnRMOFGo,2019,7,2018,32074.0,0.0
2019-08,Gu5PQzqP3oc,Macuba,2440.0,12.3,1.83,24.8,18.6,13.3,0.59,35.98,73.84,39.5,66.9,o1WEnRMOFGo,2019,8,2019,32074.0,0.0
2019-09,Gu5PQzqP3oc,Macuba,1958.0,14.0,1.83,24.7,18.8,14.1,0.58,113.28,160.71,100.5,73.2,o1WEnRMOFGo,2019,9,2019,32074.0,0.0
2019-10,Gu5PQzqP3oc,Macuba,1661.0,14.6,1.83,23.9,17.7,13.6,0.36,138.15,532.5,198.25,82.0,o1WEnRMOFGo,2019,10,2019,32074.0,0.0
2019-11,Gu5PQzqP3oc,Macuba,1239.0,14.7,1.83,23.7,18.5,13.7,0.5,171.3,267.34,165.25,78.7,o1WEnRMOFGo,2019,11,2019,32074.0,0.0
2019-12,Gu5PQzqP3oc,Macuba,1686.0,15.0,1.83,23.4,18.1,13.5,0.61,163.82,561.17,281.0,81.9,o1WEnRMOFGo,2019,12,2019,32074.0,0.0
2020-01,Gu5PQzqP3oc,Macuba,2443.0,14.8,1.83,24.3,19.0,14.1,0.66,86.63,206.9,159.25,76.5,o1WEnRMOFGo,2020,1,2019,32540.0,0.0
2020-02,Gu5PQzqP3oc,Macuba,2368.0,15.2,1.83,25.0,19.3,14.1,0.65,78.62,234.65,130.25,77.1,o1WEnRMOFGo,2020,2,2019,32540.0,0.0
2020-03,Gu5PQzqP3oc,Macuba,1447.0,15.4,1.83,24.4,19.2,13.9,0.66,138.63,405.41,196.75,78.9,o1WEnRMOFGo,2020,3,2019,32540.0,0.0
2020-04,Gu5PQzqP3oc,Macuba,1086.0,15.5,1.83,24.9,18.9,14.3,0.7,222.63,548.48,217.75,80.9,o1WEnRMOFGo,2020,4,2019,32540.0,0.0
2020-05,Gu5PQzqP3oc,Macuba,788.0,14.1,1.83,24.6,19.0,13.8,0.55,136.5,290.86,125.0,73.4,o1WEnRMOFGo,2020,5,2019,32540.0,0.0
2020-06,Gu5PQzqP3oc,Macuba,1928.0,12.9,1.83,24.3,18.5,13.5,0.69,35.37,79.65,43.75,70.2,o1WEnRMOFGo,2020,6,2019,32540.0,0.0
2020-07,Gu5PQzqP3oc,Macuba,1576.0,12.2,1.83,24.2,18.1,12.5,0.59,21.83,14.29,1.75,68.0,o1WEnRMOFGo,2020,7,2019,32540.0,0.0
2020-08,Gu5PQzqP3oc,Macuba,1301.0,12.5,1.83,25.5,19.3,12.7,0.49,46.39,61.25,46.0,64.9,o1WEnRMOFGo,2020,8,2020,32540.0,0.0
2020-09,Gu5PQzqP3oc,Macuba,775.0,13.6,1.83,25.1,18.8,12.9,0.56,127.34,158.71,154.25,71.4,o1WEnRMOFGo,2020,9,2020,32540.0,0.0
2020-10,Gu5PQzqP3oc,Macuba,531.0,14.6,1.83,24.2,18.6,14.0,0.52,136.34,341.04,163.75,77.9,o1WEnRMOFGo,2020,10,2020,32540.0,0.0
2020-11,Gu5PQzqP3oc,Macuba,392.0,14.9,1.83,24.1,18.4,13.9,0.56,121.15,476.87,211.0,80.4,o1WEnRMOFGo,2020,11,2020,32540.0,0.0
2020-12,Gu5PQzqP3oc,Macuba,414.0,14.6,1.83,23.4,18.3,12.9,0.71,173.3,311.16,143.25,79.2,o1WEnRMOFGo,2020,12,2020,32540.0,0.0
2021-01,Gu5PQzqP3oc,Macuba,991.0,14.4,1.83,23.5,18.3,14.0,0.7,206.15,208.61,146.25,78.2,o1WEnRMOFGo,2021,1,2020,33292.0,0.0
2021-02,Gu5PQzqP3oc,Macuba,563.0,14.4,1.83,24.5,19.1,14.1,0.65,138.49,191.8,251.75,74.1,o1WEnRMOFGo,2021,2,2020,33292.0,0.0
2021-03,Gu5PQzqP3oc,Macuba,593.0,14.5,1.83,25.1,18.7,12.6,0.68,154.58,339.13,145.0,77.0,o1WEnRMOFGo,2021,3,2020,33292.0,0.0
2021-04,Gu5PQzqP3oc,Macuba,642.0,15.0,1.83,23.9,18.3,13.9,0.54,113.19,435.24,192.75,80.7,o1WEnRMOFGo,2021,4,2020,33292.0,0.0
2021-05,Gu5PQzqP3oc,Macuba,693.0,14.4,1.83,24.0,18.5,14.3,0.65,128.8,249.68,125.0,77.3,o1WEnRMOFGo,2021,5,2020,33292.0,0.0
2021-06,Gu5PQzqP3oc,Macuba,610.0,12.0,1.83,24.4,18.5,13.3,0.67,63.3,23.43,37.75,66.1,o1WEnRMOFGo,2021,6,2020,33292.0,0.0
2021-07,Gu5PQzqP3oc,Macuba,481.0,11.2,1.83,24.4,18.5,14.0,0.65,19.14,11.72,4.75,62.6,o1WEnRMOFGo,2021,7,2020,33292.0,0.0
2021-08,Gu5PQzqP3oc,Macuba,654.0,12.5,1.83,25.0,18.6,13.0,0.56,58.19,93.62,107.5,67.4,o1WEnRMOFGo,2021,8,2021,33292.0,0.0
2021-09,Gu5PQzqP3oc,Macuba,640.0,14.0,1.83,24.3,18.7,14.4,0.55,105.88,293.12,108.75,73.9,o1WEnRMOFGo,2021,9,2021,33292.0,0.0
2021-10,Gu5PQzqP3oc,Macuba,480.0,14.9,1.83,25.3,18.8,14.3,0.61,123.99,375.19,172.75,78.2,o1WEnRMOFGo,2021,10,2021,33292.0,0.0
2021-11,Gu5PQzqP3oc,Macuba,509.0,14.8,1.83,24.9,18.7,14.5,0.68,124.76,355.38,87.5,77.7,o1WEnRMOFGo,2021,11,2021,33292.0,0.0
2021-12,Gu5PQzqP3oc,Macuba,666.0,14.8,1.83,23.6,18.8,14.3,0.5,145.71,225.41,78.75,78.1,o1WEnRMOFGo,2021,12,2021,33292.0,0.0
2022-01,Gu5PQzqP3oc,Macuba,809.0,14.3,1.83,24.8,18.6,13.9,0.7,132.63,180.49,187.5,76.0,o1WEnRMOFGo,2022,1,2021,33319.0,0.0
2022-02,Gu5PQzqP3oc,Macuba,383.0,14.3,1.83,24.1,18.3,13.6,0.66,159.25,193.06,260.5,77.5,o1WEnRMOFGo,2022,2,2021,33319.0,0.0
2022-03,Gu5PQzqP3oc,Macuba,347.0,14.8,1.83,24.7,19.0,13.2,0.65,144.09,245.89,224.5,76.6,o1WEnRMOFGo,2022,3,2021,33319.0,0.0
2022-04,Gu5PQzqP3oc,Macuba,253.0,14.9,1.83,24.5,18.7,13.7,0.63,143.72,614.09,264.75,78.7,o1WEnRMOFGo,2022,4,2021,33319.0,0.0
2022-05,Gu5PQzqP3oc,Macuba,244.0,14.2,1.83,23.9,18.6,14.0,0.65,194.87,183.31,156.5,75.9,o1WEnRMOFGo,2022,5,2021,33319.0,0.0
2022-06,Gu5PQzqP3oc,Macuba,393.0,11.8,1.83,23.8,18.0,12.0,0.68,28.09,15.64,17.75,67.4,o1WEnRMOFGo,2022,6,2021,33319.0,0.0
2022-07,Gu5PQzqP3oc,Macuba,369.0,11.1,1.83,24.3,18.3,12.5,0.59,27.41,51.6,53.25,62.8,o1WEnRMOFGo,2022,7,2021,33319.0,0.0
2022-08,Gu5PQzqP3oc,Macuba,383.0,12.8,1.83,24.2,18.2,14.2,0.54,52.54,131.1,120.5,70.7,o1WEnRMOFGo,2022,8,2022,33319.0,0.0
2022-09,Gu5PQzqP3oc,Macuba,355.0,13.9,1.83,23.7,18.4,13.8,0.52,128.43,162.3,144.75,75.4,o1WEnRMOFGo,2022,9,2022,33319.0,0.0
2022-10,Gu5PQzqP3oc,Macuba,344.0,14.3,1.83,25.3,19.1,14.7,0.58,144.17,160.42,141.75,73.8,o1WEnRMOFGo,2022,10,2022,33319.0,0.0
2022-11,Gu5PQzqP3oc,Macuba,368.0,14.7,1.83,23.2,17.9,14.3,0.58,182.64,461.61,245.75,81.5,o1WEnRMOFGo,2022,11,2022,33319.0,0.0
2022-12,Gu5PQzqP3oc,Macuba,366.0,14.4,1.83,23.0,17.8,13.2,0.71,153.26,345.2,212.25,80.7,o1WEnRMOFGo,2022,12,2022,33319.0,0.0
2023-01,Gu5PQzqP3oc,Macuba,497.0,13.7,1.83,23.5,18.1,13.8,0.66,129.03,177.9,131.0,75.8,o1WEnRMOFGo,2023,1,2022,33954.0,0.0
2023-02,Gu5PQzqP3oc,Macuba,431.0,14.2,1.83,24.6,18.7,13.8,0.67,63.17,140.57,130.75,74.8,o1WEnRMOFGo,2023,2,2022,33954.0,0.0
2023-03,Gu5PQzqP3oc,Macuba,229.0,14.8,1.83,24.9,18.3,13.4,0.62,160.69,537.04,257.5,80.1,o1WEnRMOFGo,2023,3,2022,33954.0,0.0
2023-04,Gu5PQzqP3oc,Macuba,110.0,15.1,1.83,24.0,18.4,13.6,0.66,253.37,481.91,254.0,80.8,o1WEnRMOFGo,2023,4,2022,33954.0,0.0
2023-05,Gu5PQzqP3oc,Macuba,91.0,14.4,1.83,25.3,19.3,14.4,0.74,226.42,153.0,199.25,73.4,o1WEnRMOFGo,2023,5,2022,33954.0,0.0
2023-06,Gu5PQzqP3oc,Macuba,116.0,13.4,1.83,24.2,19.0,13.9,0.7,28.76,33.0,34.5,70.2,o1WEnRMOFGo,2023,6,2022,33954.0,0.0
2023-07,Gu5PQzqP3oc,Macuba,169.0,10.7,1.83,25.2,19.2,12.7,0.64,25.58,3.03,0.0,58.1,o1WEnRMOFGo,2023,7,2022,33954.0,0.0
2023-08,Gu5PQzqP3oc,Macuba,216.0,12.0,1.83,26.2,20.1,14.7,0.53,50.71,13.82,1.0,59.3,o1WEnRMOFGo,2023,8,2023,33954.0,0.0
2023-09,Gu5PQzqP3oc,Macuba,312.0,14.8,1.83,24.4,18.9,14.5,0.63,123.04,344.68,248.5,77.3,o1WEnRMOFGo,2023,9,2023,33954.0,0.0
2023-10,Gu5PQzqP3oc,Macuba,444.0,15.0,1.83,25.7,19.4,14.7,0.6,113.43,268.27,235.75,76.0,o1WEnRMOFGo,2023,10,2023,33954.0,0.0
2023-11,Gu5PQzqP3oc,Macuba,547.0,15.5,1.83,23.6,18.3,14.7,0.65,122.87,599.21,242.0,83.4,o1WEnRMOFGo,2023,11,2023,33954.0,0.0
2023-12,Gu5PQzqP3oc,Macuba,835.0,15.5,1.83,23.9,18.8,14.5,0.76,116.5,442.54,311.5,81.4,o1WEnRMOFGo,2023,12,2023,33954.0,0.0
2024-01,Gu5PQzqP3oc,Macuba,1176.0,14.8,1.83,23.7,18.9,15.1,0.66,108.98,186.34,311.5,77.3,o1WEnRMOFGo,2024,1,2023,34705.0,0.0
2024-02,Gu5PQzqP3oc,Macuba,691.0,15.4,2.13,24.9,19.4,14.0,0.66,68.34,154.72,311.5,77.8,o1WEnRMOFGo,2024,2,2023,34705.0,0.0
2024-03,Gu5PQzqP3oc,Macuba,484.0,15.5,1.76,25.8,20.0,15.1,0.72,110.08,211.7,311.5,75.4,o1WEnRMOFGo,2024,3,2023,34705.0,0.0
2024-04,Gu5PQzqP3oc,Macuba,473.0,16.0,1.58,24.6,19.2,14.6,0.59,206.3,571.66,311.5,81.8,o1WEnRMOFGo,2024,4,2023,34705.0,0.0
2024-05,Gu5PQzqP3oc,Macuba,676.0,15.1,2.24,24.5,19.6,15.4,0.71,83.91,201.84,311.5,75.1,o1WEnRMOFGo,2024,5,2023,34705.0,0.0
2024-06,Gu5PQzqP3oc,Macuba,1034.0,12.2,1.7,24.7,19.1,12.7,0.7,12.77,21.32,311.5,64.4,o1WEnRMOFGo,2024,6,2023,34705.0,0.0
2024-07,Gu5PQzqP3oc,Macuba,978.0,11.3,1.44,25.5,19.8,14.4,0.62,12.85,7.35,311.5,58.0,o1WEnRMOFGo,2024,7,2023,34705.0,0.0
2024-08,Gu5PQzqP3oc,Macuba,823.0,11.9,1.51,25.7,19.8,13.9,0.57,36.56,25.52,311.5,60.6,o1WEnRMOFGo,2024,8,2024,34705.0,0.0
2024-09,Gu5PQzqP3oc,Macuba,860.0,13.1,1.12,26.0,19.9,14.6,0.5,114.99,74.43,311.5,64.52,o1WEnRMOFGo,2024,9,2024,34705.0,0.0
2024-10,Gu5PQzqP3oc,Macuba,1167.0,14.7,1.42,26.0,18.9,14.5,0.54,147.24,278.82,311.5,78.27,o1WEnRMOFGo,2024,10,2024,34705.0,0.0
2024-11,Gu5PQzqP3oc,Macuba,1277.0,15.1,1.6,23.7,18.4,14.7,0.58,285.02,401.46,311.5,82.66,o1WEnRMOFGo,2024,11,2024,34705.0,0.0
2024-12,Gu5PQzqP3oc,Macuba,713.0,14.8,1.36,24.5,18.5,14.4,0.75,112.51,456.1,311.5,80.96,o1WEnRMOFGo,2024,12,2024,34705.0,0.0
2025-01,Gu5PQzqP3oc,Macuba,719.0,14.0,0.36,24.0,18.74,14.3,0.67,241.97,286.93,311.5,75.88,o1WEnRMOFGo,2025,1,2024,34011.0,0.0
2025-02,Gu5PQzqP3oc,Macuba,568.0,14.5,1.58,25.4,19.41,13.5,0.7,226.46,234.66,311.5,74.35,o1WEnRMOFGo,2025,2,2024,34011.0,0.0
2025-03,Gu5PQzqP3oc,Macuba,489.0,14.8,1.56,25.9,19.2,14.1,0.51,210.96,673.21,311.5,70.2,o1WEnRMOFGo,2025,3,2024,34011.0,0.0
2025-04,Gu5PQzqP3oc,Macuba,312.0,14.8,1.78,23.8,18.81,14.3,0.7,410.78,1564.88,311.5,80.2,o1WEnRMOFGo,2025,4,2024,34011.0,0.0
2025-05,Gu5PQzqP3oc,Macuba,267.0,14.8,2.02,23.3,18.53,14.3,0.62,145.25,177.41,311.5,78.19,o1WEnRMOFGo,2025,5,2024,34011.0,0.0
2025-06,Gu5PQzqP3oc,Macuba,208.0,14.8,1.69,23.1,18.35,12.8,0.68,50.55,97.86,311.5,72.68,o1WEnRMOFGo,2025,6,2024,34011.0,0.0
2025-07,Gu5PQzqP3oc,Macuba,247.0,14.8,1.91,23.1,18.22,13.6,0.66,16.92,36.38,311.5,70.02,o1WEnRMOFGo,2025,7,2024,34011.0,0.0
2025-08,Gu5PQzqP3oc,Macuba,166.0,14.8,1.42,24.3,18.5,12.5,0.66,140.95,55.62,311.5,66.91,o1WEnRMOFGo,2025,8,2025,34011.0,0.0
2025-09,Gu5PQzqP3oc,Macuba,128.0,14.8,1.39,24.4,19.42,14.7,0.65,76.05,142.49,311.5,68.1,o1WEnRMOFGo,2025,9,2025,34011.0,0.0
2025-10,Gu5PQzqP3oc,Macuba,90.0,14.8,1.96,23.4,18.75,14.5,0.64,156.26,491.45,311.5,79.98,o1WEnRMOFGo,2025,10,2025,34011.0,0.0
