time_period,location,rainfall_era5_lag1,rainfall_era5_lag2,rainfall_era5_lag3,rainfall_era5_lag4,rainfall_era5_lag5,rainfall_era5_lag6,mean_temperature_lag1,mean_temperature_lag2,relative_humidity_lag1,relative_humidity_lag2,relative_humidity_lag3,relative_humidity_lag4,loc_BzhJzdAGARk,loc_CSiOPKW1OQP,loc_EritxSJ4SVG,loc_Fczy0xwaJSy,loc_Gu5PQzqP3oc,irs_level,irs_decay,irs_since,irs_cumulative,tgt_lag1,tgt_lag2,tgt_lag3,_resid,in_mask
2013-06,Gu5PQzqP3oc,344.46667024457236,280.5277055151084,419.4055426214727,209.2829473185295,277.5331691372636,,18.24093142482792,18.278680126848723,74.2060594114126,75.38602451884302,76.10416856625199,72.71095335937478,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,5.185396860389116,5.0253573986129565,5.333139323503595,0.1619051195301635,False
2013-07,BzhJzdAGARk,145.66745765800667,194.17499760588777,195.70282175594298,241.07338767074262,107.33718958296875,109.91091832872169,16.212532903354507,15.91348220424088,70.09932388137625,73.89257543600147,75.07034023434777,76.19959483105958,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,4.527928526870146,3.830340033134412,3.8354625006121785,0.7360260563109327,True
2013-07,CSiOPKW1OQP,64.3575468249722,98.85329605869899,71.29504430787975,109.32782117345252,59.08431251409486,79.16628093730856,20.42313721113368,19.84132483527167,62.42723733745459,68.7362507955862,68.16254719330138,69.96362585975355,0.0,1.0,0.0,0.0,0.0,0.0,0.2703061526833065,5.0,0.6429,7.6510355450134515,8.317054367242887,8.115865793680053,-0.3652017730825792,True
2013-07,EritxSJ4SVG,70.12632633454946,106.7304257835873,114.61166781241441,128.01816055650966,56.48127518465387,64.52820938360671,21.84740100135329,21.44147102758402,63.12146779993668,68.99070072521272,70.25658183364615,69.74258308915333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,6.821093458874862,6.632661345418598,6.333204130152662,-0.3915956845146642,True
2013-07,Fczy0xwaJSy,211.12818533916348,339.10943396153016,451.3030355602924,806.2702711471975,298.14027410384745,480.65294954950855,13.49423336901275,13.038188604339961,74.36918336279324,79.36816604584267,80.30431755512876,82.53433263241708,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,1.0897879525291467,1.1710737552132682,,,False
2013-07,Gu5PQzqP3oc,187.24018769137797,344.46667024457236,280.5277055151084,419.4055426214727,209.2829473185295,277.5331691372636,18.53870513144831,18.24093142482792,70.41296429431081,74.2060594114126,75.38602451884302,76.10416856625199,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,5.315492366330437,5.185396860389116,5.0253573986129565,0.062300454004784456,True
2013-08,BzhJzdAGARk,165.18316516338015,145.66745765800667,194.17499760588777,195.70282175594298,241.07338767074262,107.33718958296875,16.33096477368502,16.212532903354507,70.58156538020651,70.09932388137625,73.89257543600147,75.07034023434777,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,5.263954583181079,4.527928526870146,3.830340033134412,0.32289509688614615,True
2013-08,CSiOPKW1OQP,73.3745146758426,64.3575468249722,98.85329605869899,71.29504430787975,109.32782117345252,59.08431251409486,20.792732637144272,20.42313721113368,61.19637468723781,62.42723733745459,68.7362507955862,68.16254719330138,0.0,1.0,0.0,0.0,0.0,0.0,0.22729947481241564,6.0,0.6429,7.285833771930872,7.6510355450134515,8.317054367242887,-0.5499391065768293,True
2013-08,EritxSJ4SVG,77.34922163056888,70.12632633454946,106.7304257835873,114.61166781241441,128.01816055650966,56.48127518465387,22.00134629506989,21.84740100135329,63.58690236706204,63.12146779993668,68.99070072521272,70.25658183364615,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,6.357121946041299,6.821093458874862,6.632661345418598,-0.1423245016923982,True
2013-08,Fczy0xwaJSy,276.2514778753365,211.12818533916348,339.10943396153016,451.3030355602924,806.2702711471975,298.14027410384745,13.772512281695603,13.49423336901275,72.7328781223021,74.36918336279324,79.36816604584267,80.30431755512876,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,,1.0897879525291467,1.1710737552132682,0.1331084844658259,False
2013-08,Gu5PQzqP3oc,216.61518946361733,187.24018769137797,344.46667024457236,280.5277055151084,419.4055426214727,209.2829473185295,18.685372748117434,18.53870513144831,70.12967453079946,70.41296429431081,74.2060594114126,75.38602451884302,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,5.411542322283327,5.315492366330437,5.185396860389116,0.14439764618183482,True
2013-09,BzhJzdAGARk,164.67632372582233,165.18316516338015,145.66745765800667,194.17499760588777,195.70282175594298,241.07338767074262,16.000503307330924,16.33096477368502,73.48983921050186,70.58156538020651,70.09932388137625,73.89257543600147,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,5.586849680067225,5.263954583181079,4.527928526870146,-0.6368716576963651,True
2013-09,CSiOPKW1OQP,85.05967132447847,73.3745146758426,64.3575468249722,98.85329605869899,71.29504430787975,109.32782117345252,19.97516544545431,20.792732637144272,70.61108572357449,61.19637468723781,62.42723733745459,68.7362507955862,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.6429,6.735894665354043,7.285833771930872,7.6510355450134515,-0.07282801923473858,True
2013-09,EritxSJ4SVG,70.48523864221687,77.34922163056888,70.12632633454946,106.7304257835873,114.61166781241441,128.01816055650966,21.64119575939721,22.00134629506989,67.70674711168986,63.58690236706204,63.12146779993668,68.99070072521272,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,6.251544192860708,6.357121946041299,6.821093458874862,-0.07853821201362976,True
2013-09,Fczy0xwaJSy,271.28018852569073,276.2514778753365,211.12818533916348,339.10943396153016,451.3030355602924,806.2702711471975,13.38938925251272,13.772512281695603,78.40626087957166,72.7328781223021,74.36918336279324,79.36816604584267,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,1.4346138954798182,,1.0897879525291467,,False
